P_flow_99_100,Q_flow_99_100,P_flow_100_101,Q_flow_100_101,P_flow_99_102,Q_flow_99_102,P_flow_99_103,Q_flow_99_103,P_flow_102_103,Q_flow_102_103,P_flow_102_104,Q_flow_102_104,P_flow_99_105,Q_flow_99_105,P_flow_103_104,Q_flow_103_104,P_flow_104_105,Q_flow_104_105,P_flow_104_106,Q_flow_104_106,P_flow_104_107,Q_flow_104_107,P_flow_105_106,Q_flow_105_106,P_flow_107_108,Q_flow_107_108,P_flow_102_109,Q_flow_102_109,P_flow_108_109,Q_flow_108_109,P_flow_109_110,Q_flow_109_110,P_flow_109_111,Q_flow_109_111
-3.16630105032704,-8.343065328781567,39.498528336114155,-5.101646857813933,76.41602497256373,-24.161100465947953,23.790469543421608,-7.33609213423603,4.114218124125546,-3.2295754225292614,2.274791555156266,-2.7837730256216684,13.030176503385157,-10.081810864869096,-7.368797692226901,1.4564610132452438,-27.802418506730376,-9.292515537530535,-4.430660444811217,-1.055647189792157,-8.869766696639358,-18.421561063694874,3.8676472893264515,1.2704135944024302,41.35041906230681,-5.270754214906897,27.018879845308046,-7.408866589764767,48.033171460862846,-2.009648086701452,69.12284099112628,-19.05146919928879,5.007104861452456,-5.0218538374278365
-9.425191918097262,-7.452040856269192,35.92837124684503,-4.293822630848963,69.76917192405064,-22.434571293590967,21.554082630454722,-6.953798712102298,3.5489310057801973,-3.0673112582744957,1.565935335345274,-2.5531086587398124,11.19396307398883,-9.579547946991964,-8.121018669638207,1.6567876707613707,-26.722765282148973,-9.251633139108021,-4.15218944987314,-1.1388760709596983,-14.688596269051754,-15.506508944605956,3.8281442139457638,1.1817936044768358,37.35197519019391,-3.8595980195873505,20.813028712851164,-6.362519331638744,42.62583059866343,-0.9241024728339752,56.75908542066209,-16.12595444746271,6.010233926467131,-5.404341299781376
-5.810693941660224,-7.898301991650519,37.336542767655025,-4.6789558964930675,83.51879987179832,-25.9765434314284,25.71351223634511,-7.656106580539055,4.142966717135469,-3.2378117555163706,4.305368780296802,-3.439004138256211,15.605481727902278,-10.844516108368394,1.5385563866854353,-0.897072024022237,-30.382322608181877,-9.368527601338918,-4.517889484217785,-1.0295417867948886,3.732921758736708,-20.053065479934478,4.547587998977717,1.3106089250951887,45.79736525984009,-8.27372921718965,36.86756535550572,-8.91710337719504,52.02952882141678,-5.547867750629298,82.59883813520732,-22.09213141999594,5.007104861452685,-5.0218538374283845
-2.3585647853281775,-8.750814109208306,43.207340112752746,-5.509914979989391,85.31439998631991,-26.43067461242753,26.752471650773806,-7.825653451934422,4.831767601794914,-3.434690752491804,3.771315029957007,-3.26746745055488,15.234104202774295,-11.175984184444577,-3.762156969662761,0.4993669930608547,-32.10280086858624,-10.656476099992263,-4.965105202501259,-0.8954426273656177,1.067144073854157,-19.584084842554883,4.6161951648610895,1.8187310192813295,46.28288470778903,-8.344222224638502,35.45649473223646,-8.71243070311797,52.368428340806304,-5.227684216176525,81.55917624811372,-21.863018331059106,5.0071048614529445,-5.021853837428623
-5.057443382579143,-7.7097718732759,33.71914202505678,-4.478654888792956,64.41324104950738,-21.023879296640924,19.336342914961605,-6.563905161325649,2.580214750342532,-2.7878614743174603,0.8340426602742713,-2.3138984851514683,8.371282435325895,-9.50254419932862,-7.2621510356558225,1.4280793975886288,-31.03088886791908,-10.580683471533714,-4.617196875295895,-0.9998015732870602,-10.786044009341452,-16.96444102330374,4.649470423417394,1.6986999173096797,38.954948880566185,-4.69855984987547,23.2812934740665,-6.787608889447486,45.43861448232536,-1.7536971427590153,62.931938612061934,-17.602882364489222,5.007104861452838,-5.021853837428641
-4.671193337744809,-8.653163486727157,42.63663974318171,-5.429302715484822,65.25631771071846,-21.24709112239206,19.726318655582702,-6.633245109553522,2.7831974326207116,-2.8465614539827726,1.6087594146550865,-2.5670721475162956,10.206673548753741,-10.02568541483652,-4.676856557451285,0.7415679014917043,-26.638073929839685,-12.139864475604885,-4.084356358958953,-1.1591244573988522,-10.349525793094106,-20.196680968498057,3.895165326186615,2.0234375998783727,47.413234808144864,-5.824667244639386,29.127861043616637,-7.747522826138997,53.36249119662485,-2.1465260582927184,76.36849970422219,-20.70546761524816,5.007104861452886,-5.0218538374289015
-9.900524931709944,-7.302127713701474,35.372634104982374,-4.153499844394045,78.75583659720219,-24.762511035890697,23.40683861814505,-7.2712884028738625,2.8693572906661338,-2.871454578366317,1.8466461655394624,-2.644572539369814,13.10282097492242,-10.650686527435266,-3.9844645262824185,0.5581979306203729,-28.552692329833807,-11.429520722509992,-4.255774296041857,-1.1079364488880834,-4.333059595105335,-20.02002816764334,4.285183472912199,1.854642436641639,46.7886153726192,-6.739186062527979,31.969414086312288,-8.190277494099462,53.682149203191344,-4.068310683760842,78.44324559771609,-21.17088204422445,6.010233926467228,-5.404341299781352
1.2674425314156508,-8.729167096796761,38.70738246332703,-5.486282769685751,81.06577313819565,-25.353000038223904,26.313179380550995,-7.754251976809388,5.691504124261761,-3.6791922683244063,4.2386083941551105,-3.4175917908912368,13.89736953337724,-10.971679697068657,-5.3354346428632775,0.9161752443236357,-34.961835522310594,-10.277762815656235,-5.250927297284667,-0.8095107257922449,-7.8977174260386835,-18.7701368764949,5.174584649221433,1.7825520798856136,39.15841541209945,-4.911311561550203,28.00194469894293,-7.56779165346841,45.955970792014334,-1.192354026930232,67.05719556927869,-18.571765084812878,6.01023392646728,-5.4043412997814215
0.21484757361004853,-8.245177928865127,35.04813634744256,-4.9930296135806,63.69574404736977,-20.833575574053352,19.818354147393944,-6.649561002065488,3.4124642251001043,-3.0280497823744543,2.5959081243220643,-2.8879366214965296,9.563140697838476,-9.802434446523675,-2.959223053344142,0.2870585402883482,-30.84149259874836,-10.698904581074,-4.610788817019511,-1.001721280173753,-11.915954331693786,-16.022228796478775,4.600517283273142,1.7325658925051588,34.39397965332073,-3.6870144364650117,20.98549967940805,-6.392606391537326,39.32640857023566,0.0006154946344350345,54.70546248314695,-15.627372463059372,5.007104861452646,-5.021853837427987
-8.425427373480083,-7.75088084877399,38.943761555064796,-4.574347454287538,87.77485818032146,-27.049804997024594,28.267188379648257,-8.0686384636507,5.887745842368776,-3.7348095002101434,5.799093314076593,-3.915785557567572,16.32847132097549,-11.142389765663793,0.7640946840501884,-0.6938024780852187,-36.193234504630574,-8.363211219881112,-4.872773136847643,-0.923164232221704,0.6092593885936852,-21.389914947592274,5.911025448217366,1.1029451855885704,44.55769454963406,-6.292520621764143,35.76028892400901,-8.756817238674621,49.886499553311594,-3.140085777158092,78.44324559771623,-21.170882044224086,6.010233926467238,-5.4043412997811995
